code,code_system,paraphrased_desc,short_desc,category,license_status,version_year
L3925,HCPCS,"non torsion joint/spring, extension/flexion, may include soft interface",,Orthotics/Prosthetics,free,2025
L3925,HCPCS,"material, prefabricated, off-the-shelf",,Orthotics/Prosthetics,free,2025
L3927,HCPCS,"Finger orthosis, proximal interphalangeal (pip)/distal interphalangeal (dip),",Fo pip dip no jt spr pre ots38      A,Orthotics/Prosthetics,free,2025
L3927,HCPCS,"without joint/spring, extension/flexion (e.g., static or ring type), may",,Orthotics/Prosthetics,free,2025
L3927,HCPCS,"include soft interface material, prefabricated, off-the-shelf",,Orthotics/Prosthetics,free,2025
L3929,HCPCS,"Hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles,",Hfo nontorsion jnts pre cst 38      A,Orthotics/Prosthetics,free,2025
L3929,HCPCS,"elastic bands/springs, may include soft interface material, straps,",,Orthotics/Prosthetics,free,2025
L3929,HCPCS,"prefabricated item that has been trimmed, bent, molded, assembled, or otherwise",,Orthotics/Prosthetics,free,2025
L3929,HCPCS,customized to fit a specific patient by an individual with expertise,,Orthotics/Prosthetics,free,2025
L3930,HCPCS,"Hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles,",Hfo nontorsion jnts pre ots 38      A,Orthotics/Prosthetics,free,2025
L3930,HCPCS,"elastic bands/springs, may include soft interface material, straps,",,Orthotics/Prosthetics,free,2025
L3930,HCPCS,"prefabricated, off-the-shelf",,Orthotics/Prosthetics,free,2025
L3931,HCPCS,"Wrist hand finger orthosis, includes one or more nontorsion joint(s),",Whfo nontorsion joint prefab38      A,Orthotics/Prosthetics,free,2025
L3931,HCPCS,"turnbuckles, elastic bands/springs, may include soft interface material,",,Orthotics/Prosthetics,free,2025
L3931,HCPCS,"straps, prefabricated, includes fitting and adjustment",,Orthotics/Prosthetics,free,2025
L3933,HCPCS,"Finger orthosis, without joints, may include soft interface, custom fabricated,",Fo w/o joints cf            38      A,Orthotics/Prosthetics,free,2025
L3933,HCPCS,includes fitting and adjustment,,Orthotics/Prosthetics,free,2025
L3935,HCPCS,"Finger orthosis, nontorsion joint, may include soft interface, custom",Fo nontorsion joint cf      38      A,Orthotics/Prosthetics,free,2025
L3935,HCPCS,"fabricated, includes fitting and adjustment",,Orthotics/Prosthetics,free,2025
L3956,HCPCS,"Addition of joint to upper extremity orthosis, any material; per joint",Add joint upper ext orthosis38      A,Orthotics/Prosthetics,free,2025
L3960,HCPCS,"Shoulder elbow wrist hand orthosis, abduction positioning, airplane design,",Sewho airplan desig abdu pos38      A,Orthotics/Prosthetics,free,2025
L3960,HCPCS,"prefabricated, includes fitting and adjustment",,Orthotics/Prosthetics,free,2025
L3961,HCPCS,"Shoulder elbow wrist hand orthosis, shoulder cap design, without joints, may",Sewho cap design w/o jnts cf38      A,Orthotics/Prosthetics,free,2025
L3961,HCPCS,"include soft interface, straps, custom fabricated, includes fitting and",,Orthotics/Prosthetics,free,2025
L3961,HCPCS,adjustment,,Orthotics/Prosthetics,free,2025
L3962,HCPCS,"Shoulder elbow wrist hand orthosis, abduction positioning, erb's palsey design,",Sewho erbs palsey design abd38      A,Orthotics/Prosthetics,free,2025
L3962,HCPCS,"prefabricated, includes fitting and adjustment",,Orthotics/Prosthetics,free,2025
L3967,HCPCS,"Shoulder elbow wrist hand orthosis, abduction positioning (airplane design),",Sewho airplane w/o jnts cf  38      A,Orthotics/Prosthetics,free,2025
L3967,HCPCS,"thoracic component and support bar, without joints, may include soft interface,",,Orthotics/Prosthetics,free,2025
L3967,HCPCS,"straps, custom fabricated, includes fitting and adjustment",,Orthotics/Prosthetics,free,2025
L3971,HCPCS,"Shoulder elbow wrist hand orthosis, shoulder cap design, includes one or more",Sewho cap design w/jnt(s) cf38      A,Orthotics/Prosthetics,free,2025
L3971,HCPCS,"nontorsion joints, elastic bands, turnbuckles, may include soft interface,",,Orthotics/Prosthetics,free,2025
L3971,HCPCS,"straps, custom fabricated, includes fitting and adjustment",,Orthotics/Prosthetics,free,2025
L3973,HCPCS,"Shoulder elbow wrist hand orthosis, abduction positioning (airplane design),",Sewho airplane w/jnt(s) cf  38      A,Orthotics/Prosthetics,free,2025
L3973,HCPCS,"thoracic component and support bar, includes one or more nontorsion joints,",,Orthotics/Prosthetics,free,2025
L3973,HCPCS,"elastic bands, turnbuckles, may include soft interface, straps, custom",,Orthotics/Prosthetics,free,2025
L3973,HCPCS,"fabricated, includes fitting and adjustment",,Orthotics/Prosthetics,free,2025
L3975,HCPCS,"Shoulder elbow wrist hand finger orthosis, shoulder cap design, without joints,",Sewhfo cap design w/o jnt cf38      A,Orthotics/Prosthetics,free,2025
L3975,HCPCS,"may include soft interface, straps, custom fabricated, includes fitting and",,Orthotics/Prosthetics,free,2025
L3975,HCPCS,adjustment,,Orthotics/Prosthetics,free,2025
L3976,HCPCS,"Shoulder elbow wrist hand finger orthosis, abduction positioning (airplane",Sewhfo airplane w/o jnts cf 38      A,Orthotics/Prosthetics,free,2025
L3976,HCPCS,"design), thoracic component and support bar, without joints, may include soft",,Orthotics/Prosthetics,free,2025
L3976,HCPCS,"interface, straps, custom fabricated, includes fitting and adjustment",,Orthotics/Prosthetics,free,2025
L3977,HCPCS,"Shoulder elbow wrist hand finger orthosis, shoulder cap design, includes one or",Sewhfo cap desgn w/jnt(s) cf38      A,Orthotics/Prosthetics,free,2025
L3977,HCPCS,"more nontorsion joints, elastic bands, turnbuckles, may include soft interface,",,Orthotics/Prosthetics,free,2025
L3977,HCPCS,"straps, custom fabricated, includes fitting and adjustment",,Orthotics/Prosthetics,free,2025
L3978,HCPCS,"Shoulder elbow wrist hand finger orthosis, abduction positioning (airplane",Sewhfo airplane w/jnt(s) cf 38      A,Orthotics/Prosthetics,free,2025
L3978,HCPCS,"design), thoracic component and support bar, includes one or more nontorsion",,Orthotics/Prosthetics,free,2025
L3978,HCPCS,"joints, elastic bands, turnbuckles, may include soft interface, straps, custom",,Orthotics/Prosthetics,free,2025
L3978,HCPCS,"fabricated, includes fitting and adjustment",,Orthotics/Prosthetics,free,2025
L3980,HCPCS,"Upper extremity fracture orthosis, humeral, prefabricated, includes fitting and",Up ext fx orthos humeral nos38      A,Orthotics/Prosthetics,free,2025
L3980,HCPCS,adjustment,,Orthotics/Prosthetics,free,2025
L3981,HCPCS,"Upper extremity fracture orthosis, humeral, prefabricated, includes shoulder",Ue fx orth shoul cap forearm38      A,Orthotics/Prosthetics,free,2025
L3981,HCPCS,"cap design, with or without joints, forearm section, may include soft",,Orthotics/Prosthetics,free,2025
L3981,HCPCS,"interface, straps, includes fitting and adjustments",,Orthotics/Prosthetics,free,2025
L3982,HCPCS,"Upper extremity fracture orthosis, radius/ulnar, prefabricated, includes",Upper ext fx orthosis rad/ul38      A,Orthotics/Prosthetics,free,2025
L3982,HCPCS,fitting and adjustment,,Orthotics/Prosthetics,free,2025
L3984,HCPCS,"Upper extremity fracture orthosis, wrist, prefabricated, includes fitting and",Upper ext fx orthosis wrist 38      A,Orthotics/Prosthetics,free,2025
L3984,HCPCS,adjustment,,Orthotics/Prosthetics,free,2025
L3995,HCPCS,"Addition to upper extremity orthosis, sock, fracture or equal, each",Sock fracture or equal each 38      A,Orthotics/Prosthetics,free,2025
L3999,HCPCS,"Upper limb orthosis, not otherwise specified",Upper limb orthosis nos     46      A,Orthotics/Prosthetics,free,2025
L4000,HCPCS,Replace girdle for spinal orthosis (ctlso or so),Repl girdle milwaukee orth  38      A,Orthotics/Prosthetics,free,2025
L4002,HCPCS,"Replacement strap, any orthosis, includes all components, any length, any type","Replace strap, any orthosis 38      A",Orthotics/Prosthetics,free,2025
L4010,HCPCS,Replace trilateral socket brim,Replace trilateral socket br38      A,Orthotics/Prosthetics,free,2025
L4020,HCPCS,"Replace quadrilateral socket brim, molded to patient model",Replace quadlat socket brim 38      A,Orthotics/Prosthetics,free,2025
L4030,HCPCS,"Replace quadrilateral socket brim, custom fitted",Replace socket brim cust fit38      A,Orthotics/Prosthetics,free,2025
L4040,HCPCS,"Replace molded thigh lacer, for custom fabricated orthosis only",Replace molded thigh lacer  38      A,Orthotics/Prosthetics,free,2025
L4045,HCPCS,"Replace non-molded thigh lacer, for custom fabricated orthosis only",Replace non-molded thigh lac38      A,Orthotics/Prosthetics,free,2025
L4050,HCPCS,"Replace molded calf lacer, for custom fabricated orthosis only",Replace molded calf lacer   38      A,Orthotics/Prosthetics,free,2025
L4055,HCPCS,"Replace non-molded calf lacer, for custom fabricated orthosis only",Replace non-molded calf lace38      A,Orthotics/Prosthetics,free,2025
L4060,HCPCS,Replace high roll cuff,Replace high roll cuff      38      A,Orthotics/Prosthetics,free,2025
L4070,HCPCS,Replace proximal and distal upright for kafo,Replace prox & dist upright 38      A,Orthotics/Prosthetics,free,2025
L4080,HCPCS,"Replace metal bands kafo, proximal thigh",Repl met band kafo-afo prox 38      A,Orthotics/Prosthetics,free,2025
L4090,HCPCS,"Replace metal bands kafo-afo, calf or distal thigh",Repl met band kafo-afo calf/38      A,Orthotics/Prosthetics,free,2025
L4100,HCPCS,"Replace leather cuff kafo, proximal thigh",Repl leath cuff kafo prox th38      A,Orthotics/Prosthetics,free,2025
L4110,HCPCS,"Replace leather cuff kafo-afo, calf or distal thigh",Repl leath cuff kafo-afo cal38      A,Orthotics/Prosthetics,free,2025
L4130,HCPCS,Replace pretibial shell,Replace pretibial shell     38      A,Orthotics/Prosthetics,free,2025
L4205,HCPCS,"Repair of orthotic device, labor component, per 15 minutes",Ortho dvc repair per 15 min 46      A                  2100.4,Orthotics/Prosthetics,free,2025
L4210,HCPCS,"Repair of orthotic device, repair or replace minor parts",Orth dev repair/repl minor p46      A                  2133    2100.4  2130D,Orthotics/Prosthetics,free,2025
L4350,HCPCS,"Ankle control orthosis, stirrup style, rigid, includes any type interface",Ankle control ortho pre ots 38      A,Orthotics/Prosthetics,free,2025
L4350,HCPCS,"(e.g., pneumatic, gel), prefabricated, off-the-shelf",,Orthotics/Prosthetics,free,2025
L4360,HCPCS,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without",Pneumat walking boot pre cst38      A,Orthotics/Prosthetics,free,2025
L4360,HCPCS,"interface material, prefabricated item that has been trimmed, bent, molded,",,Orthotics/Prosthetics,free,2025
L4360,HCPCS,"assembled, or otherwise customized to fit a specific patient by an individual",,Orthotics/Prosthetics,free,2025
L4360,HCPCS,with expertise,,Orthotics/Prosthetics,free,2025
L4361,HCPCS,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without",Pneuma/vac walk boot pre ots38      A,Orthotics/Prosthetics,free,2025
L4361,HCPCS,"interface material, prefabricated, off-the-shelf",,Orthotics/Prosthetics,free,2025
L4370,HCPCS,"Pneumatic full leg splint, prefabricated, off-the-shelf",Pneum full leg splnt pre ots38      A,Orthotics/Prosthetics,free,2025
L4386,HCPCS,"Walking boot, non-pneumatic, with or without joints, with or without interface",Non-pneum walk boot pre cst 38      A,Orthotics/Prosthetics,free,2025
L4386,HCPCS,"material, prefabricated item that has been trimmed, bent, molded, assembled, or",,Orthotics/Prosthetics,free,2025
L4386,HCPCS,otherwise customized to fit a specific patient by an individual with expertise,,Orthotics/Prosthetics,free,2025
L4387,HCPCS,"Walking boot, non-pneumatic, with or without joints, with or without interface",Non-pneum walk boot pre ots 38      A,Orthotics/Prosthetics,free,2025
L4387,HCPCS,"material, prefabricated, off-the-shelf",,Orthotics/Prosthetics,free,2025
L4392,HCPCS,"Replacement, soft interface material, static afo",Replace afo soft interface  38      A,Orthotics/Prosthetics,free,2025
L4394,HCPCS,"Replace soft interface material, foot drop splint",Replace foot drop spint     38      A,Orthotics/Prosthetics,free,2025
L4396,HCPCS,"Static or dynamic ankle foot orthosis, including soft interface material,",Static or dynami afo pre cst38      A,Orthotics/Prosthetics,free,2025
L4396,HCPCS,"adjustable for fit, for positioning, may be used for minimal ambulation,",,Orthotics/Prosthetics,free,2025
L4396,HCPCS,"prefabricated item that has been trimmed, bent, molded, assembled, or otherwise",,Orthotics/Prosthetics,free,2025
L4396,HCPCS,customized to fit a specific patient by an individual with expertise,,Orthotics/Prosthetics,free,2025
L4397,HCPCS,"Static or dynamic ankle foot orthosis, including soft interface material,",Static or dynami afo pre ots38      A,Orthotics/Prosthetics,free,2025
L4397,HCPCS,"adjustable for fit, for positioning, may be used for minimal ambulation,",,Orthotics/Prosthetics,free,2025
L4397,HCPCS,"prefabricated, off-the-shelf",,Orthotics/Prosthetics,free,2025
L4398,HCPCS,"Foot drop splint, recumbent positioning device, prefabricated, off-the-shelf",Foot drop splint pre ots    38      A,Orthotics/Prosthetics,free,2025
L4631,HCPCS,"Ankle foot orthosis, walking boot type, varus/valgus correction, rocker bottom,","Afo, walk boot type, cus fab38      A",Orthotics/Prosthetics,free,2025
L4631,HCPCS,"anterior tibial shell, soft interface, custom arch support, plastic or other",,Orthotics/Prosthetics,free,2025
L4631,HCPCS,"material, includes straps and closures, custom fabricated",,Orthotics/Prosthetics,free,2025
L5000,HCPCS,"Partial foot, shoe insert with longitudinal arch, toe filler",Sho insert w arch toe filler38      A                  2323,Orthotics/Prosthetics,free,2025
L5010,HCPCS,"Partial foot, molded socket, ankle height, with toe filler",Mold socket ank hgt w/ toe f38      A                  2323,Orthotics/Prosthetics,free,2025
L5020,HCPCS,"Partial foot, molded socket, tibial tubercle height, with toe filler",Tibial tubercle hgt w/ toe f38      A                  2323,Orthotics/Prosthetics,free,2025
L5050,HCPCS,"Ankle, symes, molded socket, sach foot",Ank symes mold sckt sach ft 38      A,Orthotics/Prosthetics,free,2025
L5060,HCPCS,"Ankle, symes, metal frame, molded leather socket, articulated ankle/foot",Symes met fr leath socket ar38      A,Orthotics/Prosthetics,free,2025
L5100,HCPCS,"Below knee, molded socket, shin, sach foot",Molded socket shin sach foot38      A,Orthotics/Prosthetics,free,2025
L5105,HCPCS,"Below knee, plastic socket, joints and thigh lacer, sach foot",Plast socket jts/thgh lacer 38      A,Orthotics/Prosthetics,free,2025
L5150,HCPCS,"Knee disarticulation (or through knee), molded socket, external knee joints,",Mold sckt ext knee shin sach38      A,Orthotics/Prosthetics,free,2025
L5150,HCPCS,"shin, sach foot",,Orthotics/Prosthetics,free,2025
L5160,HCPCS,"Knee disarticulation (or through knee), molded socket, bent knee configuration,",Mold socket bent knee shin s38      A,Orthotics/Prosthetics,free,2025
L5160,HCPCS,"external knee joints, shin, sach foot",,Orthotics/Prosthetics,free,2025
L5200,HCPCS,"Above knee, molded socket, single axis constant friction knee, shin, sach foot",Kne sing axis fric shin sach38      A,Orthotics/Prosthetics,free,2025
L5210,HCPCS,"Above knee, short prosthesis, no knee joint ('stubbies'), with foot blocks, no",No knee/ankle joints w/ ft b38      A,Orthotics/Prosthetics,free,2025
L5210,HCPCS,"ankle joints, each",,Orthotics/Prosthetics,free,2025
L5220,HCPCS,"Above knee, short prosthesis, no knee joint ('stubbies'), with articulated",No knee joint with artic ali38      A,Orthotics/Prosthetics,free,2025
L5220,HCPCS,"ankle/foot, dynamically aligned, each",,Orthotics/Prosthetics,free,2025
L5230,HCPCS,"Above knee, for proximal femoral focal deficiency, constant friction knee,",Fem focal defic constant fri38      A,Orthotics/Prosthetics,free,2025
L5230,HCPCS,"shin, sach foot",,Orthotics/Prosthetics,free,2025
L5250,HCPCS,"Hip disarticulation, canadian type; molded socket, hip joint, single axis",Hip canad sing axi cons fric38      A,Orthotics/Prosthetics,free,2025
L5250,HCPCS,"constant friction knee, shin, sach foot",,Orthotics/Prosthetics,free,2025
L5270,HCPCS,"Hip disarticulation, tilt table type; molded socket, locking hip joint, single",Tilt table locking hip sing 38      A,Orthotics/Prosthetics,free,2025
L5270,HCPCS,"axis constant friction knee, shin, sach foot",,Orthotics/Prosthetics,free,2025
L5280,HCPCS,"Hemipelvectomy, canadian type; molded socket, hip joint, single axis constant",Hemipelvect canad sing axis 38      A,Orthotics/Prosthetics,free,2025
L5280,HCPCS,"friction knee, shin, sach foot",,Orthotics/Prosthetics,free,2025
L5301,HCPCS,"Below knee, molded socket, shin, sach foot, endoskeletal system",Bk mold socket sach ft endo 38      A,Orthotics/Prosthetics,free,2025
L5312,HCPCS,"Knee disarticulation (or through knee), molded socket, single axis knee, pylon,","Knee disart, sach ft, endo  38      A",Orthotics/Prosthetics,free,2025
L5312,HCPCS,"sach foot, endoskeletal system",,Orthotics/Prosthetics,free,2025
L5321,HCPCS,"Above knee, molded socket, open end, sach foot, endoskeletal system, single",Ak open end sach            38      A,Orthotics/Prosthetics,free,2025
L5321,HCPCS,axis knee,,Orthotics/Prosthetics,free,2025
L5331,HCPCS,"Hip disarticulation, canadian type, molded socket, endoskeletal system, hip",Hip disart canadian sach ft 38      A,Orthotics/Prosthetics,free,2025
L5331,HCPCS,"joint, single axis knee, sach foot",,Orthotics/Prosthetics,free,2025
L5341,HCPCS,"Hemipelvectomy, canadian type, molded socket, endoskeletal system, hip joint,",Hemipelvectomy canadian sach38      A,Orthotics/Prosthetics,free,2025
L5341,HCPCS,"single axis knee, sach foot",,Orthotics/Prosthetics,free,2025
L5400,HCPCS,"Immediate post surgical or early fitting, application of initial rigid",Postop dress & 1 cast chg bk38      A,Orthotics/Prosthetics,free,2025
L5400,HCPCS,"dressing, including fitting, alignment, suspension, and one cast change, below",,Orthotics/Prosthetics,free,2025
L5400,HCPCS,knee,,Orthotics/Prosthetics,free,2025
L5410,HCPCS,"Immediate post surgical or early fitting, application of initial rigid",Postop dsg bk ea add cast ch38      A,Orthotics/Prosthetics,free,2025
L5410,HCPCS,"dressing, including fitting, alignment and suspension, below knee, each",,Orthotics/Prosthetics,free,2025
L5410,HCPCS,additional cast change and realignment,,Orthotics/Prosthetics,free,2025
L5420,HCPCS,"Immediate post surgical or early fitting, application of initial rigid",Postop dsg & 1 cast chg ak/d38      A,Orthotics/Prosthetics,free,2025
L5420,HCPCS,"dressing, including fitting, alignment and suspension and one cast change 'ak'",,Orthotics/Prosthetics,free,2025
L5420,HCPCS,or knee disarticulation,,Orthotics/Prosthetics,free,2025
L5430,HCPCS,"Immediate post surgical or early fitting, application of initial rigid",Postop dsg ak ea add cast ch38      A,Orthotics/Prosthetics,free,2025
L5430,HCPCS,"dressing, incl. fitting, alignment and supension, 'ak' or knee disarticulation,",,Orthotics/Prosthetics,free,2025
L5430,HCPCS,each additional cast change and realignment,,Orthotics/Prosthetics,free,2025
L5450,HCPCS,"Immediate post surgical or early fitting, application of non-weight bearing",Postop app non-wgt bear dsg 38      A,Orthotics/Prosthetics,free,2025
L5450,HCPCS,"rigid dressing, below knee",,Orthotics/Prosthetics,free,2025
L5460,HCPCS,"Immediate post surgical or early fitting, application of non-weight bearing",Postop app non-wgt bear dsg 38      A,Orthotics/Prosthetics,free,2025
L5460,HCPCS,"rigid dressing, above knee",,Orthotics/Prosthetics,free,2025
L5500,HCPCS,"Initial, below knee 'ptb' type socket, non-alignable system, pylon, no cover,",Init bk ptb plaster direct  38      A,Orthotics/Prosthetics,free,2025
L5500,HCPCS,"sach foot, plaster socket, direct formed",,Orthotics/Prosthetics,free,2025
L5505,HCPCS,"Initial, above knee - knee disarticulation, ischial level socket, non-alignable",Init ak ischal plstr direct 38      A,Orthotics/Prosthetics,free,2025
L5505,HCPCS,"system, pylon, no cover, sach foot, plaster socket, direct formed",,Orthotics/Prosthetics,free,2025
L5510,HCPCS,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no",Prep bk ptb plaster molded  38      A,Orthotics/Prosthetics,free,2025
L5510,HCPCS,"cover, sach foot, plaster socket, molded to model",,Orthotics/Prosthetics,free,2025
L5520,HCPCS,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no",Perp bk ptb thermopls direct38      A,Orthotics/Prosthetics,free,2025
L5520,HCPCS,"cover, sach foot, thermoplastic or equal, direct formed",,Orthotics/Prosthetics,free,2025
L5530,HCPCS,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no",Prep bk ptb thermopls molded38      A,Orthotics/Prosthetics,free,2025
L5530,HCPCS,"cover, sach foot, thermoplastic or equal, molded to model",,Orthotics/Prosthetics,free,2025
L5535,HCPCS,"Preparatory, below knee 'ptb' type socket, non-alignable system, no cover, sach",Prep bk ptb open end socket 38      A,Orthotics/Prosthetics,free,2025
L5535,HCPCS,"foot, prefabricated, adjustable open end socket",,Orthotics/Prosthetics,free,2025
L5540,HCPCS,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no",Prep bk ptb laminated socket38      A,Orthotics/Prosthetics,free,2025
L5540,HCPCS,"cover, sach foot, laminated socket, molded to model",,Orthotics/Prosthetics,free,2025
L5560,HCPCS,"Preparatory, above knee- knee disarticulation, ischial level socket,",Prep ak ischial plast molded38      A,Orthotics/Prosthetics,free,2025
L5560,HCPCS,"non-alignable system, pylon, no cover, sach foot, plaster socket, molded to",,Orthotics/Prosthetics,free,2025
L5560,HCPCS,model,,Orthotics/Prosthetics,free,2025
L5570,HCPCS,"Preparatory, above knee - knee disarticulation, ischial level socket,",Prep ak ischial direct form 38      A,Orthotics/Prosthetics,free,2025
L5570,HCPCS,"non-alignable system, pylon, no cover, sach foot, thermoplastic or equal,",,Orthotics/Prosthetics,free,2025
L5570,HCPCS,direct formed,,Orthotics/Prosthetics,free,2025
L5580,HCPCS,"Preparatory, above knee - knee disarticulation ischial level socket,",Prep ak ischial thermo mold 38      A,Orthotics/Prosthetics,free,2025
L5580,HCPCS,"non-alignable system, pylon, no cover, sach foot, thermoplastic or equal,",,Orthotics/Prosthetics,free,2025
L5580,HCPCS,molded to model,,Orthotics/Prosthetics,free,2025
L5585,HCPCS,"Preparatory, above knee - knee disarticulation, ischial level socket,",Prep ak ischial open end    38      A,Orthotics/Prosthetics,free,2025
L5585,HCPCS,"non-alignable system, pylon, no cover, sach foot, prefabricated adjustable open",,Orthotics/Prosthetics,free,2025
L5585,HCPCS,end socket,,Orthotics/Prosthetics,free,2025
L5590,HCPCS,"Preparatory, above knee - knee disarticulation ischial level socket,",Prep ak ischial laminated   38      A,Orthotics/Prosthetics,free,2025
L5590,HCPCS,"non-alignable system, pylon no cover, sach foot, laminated socket, molded to",,Orthotics/Prosthetics,free,2025
L5590,HCPCS,model,,Orthotics/Prosthetics,free,2025
L5595,HCPCS,"Preparatory, hip disarticulation-hemipelvectomy, pylon, no cover, sach foot,",Hip disartic sach thermopls 38      A,Orthotics/Prosthetics,free,2025
L5595,HCPCS,"thermoplastic or equal, molded to patient model",,Orthotics/Prosthetics,free,2025
L5600,HCPCS,"Preparatory, hip disarticulation-hemipelvectomy, pylon, no cover, sach foot,",Hip disart sach laminat mold38      A,Orthotics/Prosthetics,free,2025
L5600,HCPCS,"laminated socket, molded to patient model",,Orthotics/Prosthetics,free,2025
L5610,HCPCS,"Addition to lower extremity, endoskeletal system, above knee, hydracadence",Above knee hydracadence     38      A,Orthotics/Prosthetics,free,2025
L5610,HCPCS,system,,Orthotics/Prosthetics,free,2025
L5611,HCPCS,"Addition to lower extremity, endoskeletal system, above knee - knee",Ak 4 bar link w/fric swing  38      A,Orthotics/Prosthetics,free,2025
L5611,HCPCS,"disarticulation, 4 bar linkage, with friction swing phase control",,Orthotics/Prosthetics,free,2025
L5613,HCPCS,"Addition to lower extremity, endoskeletal system, above knee-knee",Ak 4 bar ling w/hydraul swig38      A,Orthotics/Prosthetics,free,2025
L5613,HCPCS,"disarticulation, 4 bar linkage, with hydraulic swing phase control",,Orthotics/Prosthetics,free,2025
L5614,HCPCS,"Addition to lower extremity, exoskeletal system, above knee-knee",4-bar link above knee w/swng38      A,Orthotics/Prosthetics,free,2025
L5614,HCPCS,"disarticulation, 4 bar linkage, with pneumatic swing phase control",,Orthotics/Prosthetics,free,2025
L5615,HCPCS,"Addition, endoskeletal knee-shin system, 4 bar linkage or multiaxial, fluid",Ak 4 bar link hydl swg/stanc38      A,Orthotics/Prosthetics,free,2025
L5615,HCPCS,swing and stance phase control,,Orthotics/Prosthetics,free,2025
L5616,HCPCS,"Addition to lower extremity, endoskeletal system, above knee, universal",Ak univ multiplex sys frict 38      A,Orthotics/Prosthetics,free,2025
L5616,HCPCS,"multiplex system, friction swing phase control",,Orthotics/Prosthetics,free,2025
L5617,HCPCS,"Addition to lower extremity, quick change self-aligning unit, above knee or",Ak/bk self-aligning unit ea 38      A,Orthotics/Prosthetics,free,2025
L5617,HCPCS,"below knee, each",,Orthotics/Prosthetics,free,2025
L5618,HCPCS,"Addition to lower extremity, test socket, symes",Test socket symes           38      A,Orthotics/Prosthetics,free,2025
L5620,HCPCS,"Addition to lower extremity, test socket, below knee",Test socket below knee      38      A,Orthotics/Prosthetics,free,2025
L5622,HCPCS,"Addition to lower extremity, test socket, knee disarticulation",Test socket knee disarticula38      A,Orthotics/Prosthetics,free,2025
L5624,HCPCS,"Addition to lower extremity, test socket, above knee",Test socket above knee      38      A,Orthotics/Prosthetics,free,2025
L5626,HCPCS,"Addition to lower extremity, test socket, hip disarticulation",Test socket hip disarticulat38      A,Orthotics/Prosthetics,free,2025
L5628,HCPCS,"Addition to lower extremity, test socket, hemipelvectomy",Test socket hemipelvectomy  38      A,Orthotics/Prosthetics,free,2025
L5629,HCPCS,"Addition to lower extremity, below knee, acrylic socket",Below knee acrylic socket   38      A,Orthotics/Prosthetics,free,2025
L5630,HCPCS,"Addition to lower extremity, symes type, expandable wall socket",Syme typ expandabl wall sckt38      A,Orthotics/Prosthetics,free,2025
L5631,HCPCS,"Addition to lower extremity, above knee or knee disarticulation, acrylic socket",Ak/knee disartic acrylic soc38      A,Orthotics/Prosthetics,free,2025
L5632,HCPCS,"Addition to lower extremity, symes type, 'ptb' brim design socket",Symes type ptb brim design s38      A,Orthotics/Prosthetics,free,2025
L5634,HCPCS,"Addition to lower extremity, symes type, posterior opening (canadian) socket",Symes type poster opening so38      A,Orthotics/Prosthetics,free,2025
L5636,HCPCS,"Addition to lower extremity, symes type, medial opening socket",Symes type medial opening so38      A,Orthotics/Prosthetics,free,2025
L5637,HCPCS,"Addition to lower extremity, below knee, total contact",Below knee total contact    38      A,Orthotics/Prosthetics,free,2025
L5638,HCPCS,"Addition to lower extremity, below knee, leather socket",Below knee leather socket   38      A,Orthotics/Prosthetics,free,2025
L5639,HCPCS,"Addition to lower extremity, below knee, wood socket",Below knee wood socket      38      A,Orthotics/Prosthetics,free,2025
L5640,HCPCS,"Addition to lower extremity, knee disarticulation, leather socket",Knee disarticulat leather so38      A,Orthotics/Prosthetics,free,2025
L5642,HCPCS,"Addition to lower extremity, above knee, leather socket",Above knee leather socket   38      A,Orthotics/Prosthetics,free,2025
L5643,HCPCS,"Addition to lower extremity, hip disarticulation, flexible inner socket,",Hip flex inner socket ext fr38      A,Orthotics/Prosthetics,free,2025
L5643,HCPCS,external frame,,Orthotics/Prosthetics,free,2025
L5644,HCPCS,"Addition to lower extremity, above knee, wood socket",Above knee wood socket      38      A,Orthotics/Prosthetics,free,2025
L5645,HCPCS,"Addition to lower extremity, below knee, flexible inner socket, external frame",Bk flex inner socket ext fra38      A,Orthotics/Prosthetics,free,2025
L5646,HCPCS,"Addition to lower extremity, below knee, air, fluid, gel or equal, cushion",Below knee cushion socket   38      A,Orthotics/Prosthetics,free,2025
L5646,HCPCS,socket,,Orthotics/Prosthetics,free,2025
L5647,HCPCS,"Addition to lower extremity, below knee suction socket",Below knee suction socket   38      A,Orthotics/Prosthetics,free,2025
L5648,HCPCS,"Addition to lower extremity, above knee, air, fluid, gel or equal, cushion",Above knee cushion socket   38      A,Orthotics/Prosthetics,free,2025
L5648,HCPCS,socket,,Orthotics/Prosthetics,free,2025
L5649,HCPCS,"Addition to lower extremity, ischial containment/narrow m-l socket",Isch containmt/narrow m-l so38      A,Orthotics/Prosthetics,free,2025
